shipping_id,order_id,delivery_status,shipping_date,return_date
9312,9312,Delivered,2026-03-07,
9313,9313,Pending,2026-05-23,
9314,9314,Returned,2024-09-22,2025-11-24
9315,9315,Delivered,2026-03-19,
9316,9316,Delivered,2025-11-11,
9317,9317,Delivered,2025-12-09,
9318,9318,Delivered,2024-11-10,
9319,9319,Delivered,2025-12-21,
9320,9320,Delivered,2024-09-23,
9321,9321,Cancelled,2024-06-17,
9322,9322,Delivered,2025-08-14,
9323,9323,Delivered,2024-11-08,
9324,9324,Delivered,2025-02-26,
9325,9325,Delivered,2025-08-25,
9326,9326,Delivered,2024-11-25,
9327,9327,Returned,2025-10-31,2025-11-10
9328,9328,Shipped,2024-09-23,
9329,9329,Shipped,2025-07-01,
9330,9330,Delivered,2025-11-30,
9331,9331,Delivered,2025-07-07,
9332,9332,Pending,2025-09-06,
9333,9333,Delivered,2024-12-14,
9334,9334,Shipped,2025-08-26,
9335,9335,Delivered,2025-07-05,
9336,9336,Returned,2025-09-08,2025-09-26
9337,9337,Delivered,2025-06-13,
9338,9338,Delivered,2025-04-29,
9339,9339,Cancelled,2025-07-06,
9340,9340,Pending,2025-02-19,
9341,9341,Shipped,2025-08-01,
9342,9342,Delivered,2026-02-27,
9343,9343,Delivered,2025-02-02,
9344,9344,Delivered,2025-05-20,
9345,9345,Delivered,2025-08-23,
9346,9346,Delivered,2025-12-20,
9347,9347,Shipped,2025-02-08,
9348,9348,Shipped,2025-02-11,
9349,9349,Delivered,2024-07-28,
9350,9350,Delivered,2024-09-29,
9351,9351,Delivered,2024-08-14,
9352,9352,Pending,2025-11-21,
9353,9353,Delivered,2025-12-24,
9354,9354,Returned,2024-09-30,2025-10-19
9355,9355,Delivered,2025-09-04,
9356,9356,Shipped,2026-06-06,
9357,9357,Delivered,2024-11-18,
9358,9358,Shipped,2026-03-05,
9359,9359,Delivered,2024-11-02,
9360,9360,Delivered,2026-02-14,
9361,9361,Delivered,2024-12-17,
9362,9362,Delivered,2024-12-27,
9363,9363,Returned,2026-05-08,2026-05-07
9364,9364,Shipped,2024-07-20,
9365,9365,Delivered,2024-08-30,
9366,9366,Delivered,2025-05-20,
9367,9367,Delivered,2025-07-09,
9368,9368,Pending,2025-06-06,
9369,9369,Delivered,2025-06-08,
9370,9370,Delivered,2025-04-26,
9371,9371,Delivered,2024-08-23,
9372,9372,Delivered,2025-07-30,
9373,9373,Delivered,2025-06-09,
9374,9374,Shipped,2024-07-27,
9375,9375,Pending,2024-10-13,
9376,9376,Delivered,2026-05-12,
9377,9377,Returned,2024-08-16,2025-12-01
9378,9378,Delivered,2024-10-17,
9379,9379,Delivered,2025-08-16,
9380,9380,Delivered,2025-03-21,
9381,9381,Delivered,2026-06-09,
9382,9382,Pending,2024-10-07,
9383,9383,Delivered,2024-07-25,
9384,9384,Delivered,2025-12-17,
9385,9385,Cancelled,2025-11-15,
9386,9386,Shipped,2025-12-08,
9387,9387,Delivered,2025-08-28,
9388,9388,Shipped,2024-09-18,
9389,9389,Delivered,2025-01-27,
9390,9390,Pending,2025-09-09,
9391,9391,Shipped,2025-12-01,
9392,9392,Delivered,2024-10-02,
9393,9393,Shipped,2025-04-04,
9394,9394,Shipped,2025-01-24,
9395,9395,Delivered,2024-10-05,
9396,9396,Delivered,2025-11-19,
9397,9397,Shipped,2024-09-28,
9398,9398,Delivered,2024-11-13,
9399,9399,Shipped,2025-06-18,
9400,9400,Delivered,2024-10-03,
9401,9401,Delivered,2026-01-01,
9402,9402,Delivered,2024-08-25,
9403,9403,Delivered,2024-11-27,
9404,9404,Delivered,2025-11-17,
9405,9405,Shipped,2024-09-20,
9406,9406,Delivered,2024-10-02,
9407,9407,Delivered,2025-09-16,
9408,9408,Shipped,2024-12-21,
9409,9409,Shipped,2026-05-28,
9410,9410,Shipped,2025-08-27,
9411,9411,Delivered,2025-04-09,
9412,9412,Returned,2026-04-22,2025-07-28
9413,9413,Delivered,2025-11-05,
9414,9414,Delivered,2025-03-11,
9415,9415,Pending,2026-04-21,
9416,9416,Delivered,2026-02-07,
9417,9417,Delivered,2025-04-21,
9418,9418,Delivered,2024-06-23,
9419,9419,Delivered,2026-05-02,
9420,9420,Delivered,2025-11-02,
9421,9421,Delivered,2026-05-21,
9422,9422,Delivered,2025-10-07,
9423,9423,Delivered,2025-05-07,
9424,9424,Delivered,2024-08-24,
9425,9425,Returned,2026-06-10,2026-02-06
9426,9426,Delivered,2025-03-28,
9427,9427,Delivered,2025-02-02,
9428,9428,Delivered,2026-02-27,
9429,9429,Delivered,2026-01-15,
9430,9430,Shipped,2024-10-01,
9431,9431,Shipped,2025-06-20,
9432,9432,Delivered,2025-08-18,
9433,9433,Delivered,2026-05-14,
9434,9434,Shipped,2025-07-22,
9435,9435,Delivered,2024-08-14,
9436,9436,Delivered,2026-03-25,
9437,9437,Returned,2026-01-13,2025-10-24
9438,9438,Delivered,2025-02-06,
9439,9439,Delivered,2026-06-08,
9440,9440,Delivered,2026-03-09,
9441,9441,Shipped,2024-09-25,
9442,9442,Shipped,2024-12-01,
9443,9443,Delivered,2024-11-15,
9444,9444,Pending,2024-06-18,
9445,9445,Shipped,2025-05-11,
9446,9446,Returned,2026-02-25,2026-01-28
9447,9447,Delivered,2024-12-27,
9448,9448,Delivered,2024-07-24,
9449,9449,Pending,2025-05-22,
9450,9450,Delivered,2025-05-27,
9451,9451,Delivered,2024-11-16,
9452,9452,Returned,2024-08-06,2025-11-12
9453,9453,Cancelled,2026-01-01,
9454,9454,Delivered,2025-02-08,
9455,9455,Delivered,2025-02-12,
9456,9456,Shipped,2026-01-06,
9457,9457,Delivered,2026-02-05,
9458,9458,Delivered,2025-06-10,
9459,9459,Pending,2025-06-07,
9460,9460,Delivered,2025-11-07,
9461,9461,Delivered,2024-12-25,
9462,9462,Delivered,2025-04-19,
9463,9463,Delivered,2026-04-24,
9464,9464,Delivered,2025-02-14,
9465,9465,Delivered,2025-02-03,
9466,9466,Delivered,2025-07-28,
9467,9467,Pending,2024-12-27,
9468,9468,Shipped,2025-12-25,
9469,9469,Delivered,2024-07-11,
9470,9470,Shipped,2026-02-20,
9471,9471,Shipped,2024-07-26,
9472,9472,Delivered,2024-11-27,
9473,9473,Delivered,2024-09-13,
9474,9474,Delivered,2025-06-13,
9475,9475,Delivered,2025-09-30,
9476,9476,Delivered,2025-06-14,
9477,9477,Delivered,2025-11-19,
9478,9478,Returned,2024-07-06,2025-09-08
9479,9479,Shipped,2025-03-25,
9480,9480,Shipped,2024-09-01,
9481,9481,Returned,2025-04-27,2026-02-22
9482,9482,Delivered,2025-09-27,
9483,9483,Delivered,2024-11-27,
9484,9484,Delivered,2025-01-21,
9485,9485,Delivered,2025-04-11,
9486,9486,Delivered,2024-10-10,
9487,9487,Shipped,2024-08-16,
9488,9488,Shipped,2026-04-25,
9489,9489,Delivered,2025-08-25,
9490,9490,Delivered,2024-09-14,
9491,9491,Delivered,2026-01-10,
9492,9492,Delivered,2025-02-17,
9493,9493,Delivered,2024-08-23,
9494,9494,Returned,2026-04-01,2026-03-28
9495,9495,Shipped,2026-03-03,
9496,9496,Returned,2024-11-22,2026-03-13
9497,9497,Delivered,2025-02-09,
9498,9498,Delivered,2025-09-02,
9499,9499,Returned,2024-10-06,2025-12-29
9500,9500,Delivered,2024-10-07,
9501,9501,Delivered,2024-08-31,
9502,9502,Delivered,2024-09-19,
9503,9503,Delivered,2026-05-11,
9504,9504,Delivered,2024-11-03,
9505,9505,Delivered,2025-03-14,
9506,9506,Delivered,2024-11-07,
9507,9507,Delivered,2026-03-06,
9508,9508,Shipped,2025-05-13,
9509,9509,Delivered,2025-02-28,
9510,9510,Pending,2025-08-18,
9511,9511,Delivered,2025-01-13,
9512,9512,Delivered,2026-05-25,
9513,9513,Delivered,2026-05-14,
9514,9514,Delivered,2024-06-17,
9515,9515,Delivered,2025-04-16,
9516,9516,Delivered,2025-09-30,
9517,9517,Delivered,2026-02-20,
9518,9518,Delivered,2026-05-25,
9519,9519,Delivered,2025-10-29,
9520,9520,Delivered,2024-12-03,
9521,9521,Shipped,2024-07-13,
9522,9522,Delivered,2025-04-20,
9523,9523,Delivered,2025-06-15,
9524,9524,Delivered,2025-01-01,
9525,9525,Returned,2025-02-25,2026-04-29
9526,9526,Delivered,2025-02-12,
9527,9527,Cancelled,2025-03-25,
9528,9528,Cancelled,2024-11-28,
9529,9529,Delivered,2026-05-28,
9530,9530,Shipped,2025-11-27,
9531,9531,Delivered,2025-10-10,
9532,9532,Delivered,2024-12-10,
9533,9533,Delivered,2025-04-27,
9534,9534,Delivered,2024-06-11,
9535,9535,Delivered,2026-02-07,
9536,9536,Delivered,2025-12-17,
9537,9537,Delivered,2025-01-28,
9538,9538,Delivered,2025-11-29,
9539,9539,Cancelled,2024-07-19,
9540,9540,Delivered,2026-01-28,
9541,9541,Returned,2026-04-10,2026-04-15
9542,9542,Cancelled,2025-08-16,
9543,9543,Delivered,2026-04-16,
9544,9544,Delivered,2024-06-12,
9545,9545,Delivered,2025-02-04,
9546,9546,Delivered,2024-10-18,
9547,9547,Delivered,2025-12-10,
9548,9548,Delivered,2024-10-27,
9549,9549,Delivered,2025-07-11,
9550,9550,Pending,2026-01-12,
9551,9551,Delivered,2024-11-02,
9552,9552,Delivered,2025-05-22,
9553,9553,Delivered,2024-11-20,
9554,9554,Delivered,2024-06-13,
9555,9555,Shipped,2025-04-06,
9556,9556,Pending,2026-05-28,
9557,9557,Pending,2026-02-28,
9558,9558,Delivered,2026-01-12,
9559,9559,Delivered,2024-08-05,
9560,9560,Shipped,2024-12-11,
9561,9561,Delivered,2024-10-08,
9562,9562,Delivered,2024-09-01,
9563,9563,Delivered,2025-02-21,
9564,9564,Delivered,2025-08-07,
9565,9565,Delivered,2024-08-27,
9566,9566,Delivered,2025-06-03,
9567,9567,Shipped,2024-06-30,
9568,9568,Delivered,2026-05-24,
9569,9569,Delivered,2026-03-21,
9570,9570,Delivered,2025-03-24,
9571,9571,Delivered,2025-05-07,
9572,9572,Delivered,2025-05-21,
9573,9573,Pending,2025-02-07,
9574,9574,Delivered,2026-01-21,
9575,9575,Delivered,2024-11-29,
9576,9576,Pending,2025-06-30,
9577,9577,Delivered,2025-08-26,
9578,9578,Shipped,2024-08-12,
9579,9579,Shipped,2025-09-09,
9580,9580,Delivered,2025-04-13,
9581,9581,Delivered,2026-04-28,
9582,9582,Delivered,2025-02-27,
9583,9583,Pending,2025-12-18,
9584,9584,Shipped,2024-09-13,
9585,9585,Shipped,2024-12-07,
9586,9586,Shipped,2024-06-16,
9587,9587,Returned,2025-06-19,2026-04-28
9588,9588,Delivered,2025-07-11,
9589,9589,Delivered,2026-02-10,
9590,9590,Delivered,2025-07-06,
9591,9591,Delivered,2025-02-23,
9592,9592,Delivered,2025-03-17,
9593,9593,Delivered,2026-01-27,
9594,9594,Delivered,2025-01-21,
9595,9595,Returned,2025-06-12,2026-05-23
9596,9596,Delivered,2024-06-12,
9597,9597,Delivered,2025-06-12,
9598,9598,Pending,2026-02-06,
9599,9599,Delivered,2025-06-30,
9600,9600,Delivered,2024-08-01,
9601,9601,Delivered,2026-06-01,
9602,9602,Shipped,2026-01-26,
9603,9603,Delivered,2025-11-23,
9604,9604,Delivered,2026-03-02,
9605,9605,Delivered,2024-07-15,
9606,9606,Shipped,2025-08-26,
9607,9607,Delivered,2025-04-07,
9608,9608,Returned,2024-12-15,2026-06-10
9609,9609,Delivered,2026-05-10,
9610,9610,Delivered,2025-08-17,
9611,9611,Shipped,2024-08-24,
9612,9612,Delivered,2025-04-19,
9613,9613,Delivered,2025-08-06,
9614,9614,Delivered,2025-05-23,
9615,9615,Delivered,2025-03-19,
9616,9616,Delivered,2024-07-02,
9617,9617,Delivered,2025-03-07,
9618,9618,Delivered,2026-02-14,
9619,9619,Returned,2025-07-13,2026-01-19
9620,9620,Shipped,2025-05-09,
9621,9621,Delivered,2025-10-03,
9622,9622,Delivered,2025-05-02,
9623,9623,Shipped,2026-01-01,
9624,9624,Delivered,2025-11-21,
9625,9625,Delivered,2026-02-11,
9626,9626,Delivered,2024-08-19,
9627,9627,Delivered,2025-08-12,
9628,9628,Delivered,2026-03-19,
9629,9629,Delivered,2026-06-02,
9630,9630,Delivered,2025-05-14,
9631,9631,Delivered,2025-08-20,
9632,9632,Returned,2026-04-24,2026-05-03
9633,9633,Delivered,2025-11-15,
9634,9634,Delivered,2024-06-15,
9635,9635,Shipped,2025-05-28,
9636,9636,Delivered,2025-06-14,
9637,9637,Delivered,2024-06-30,
9638,9638,Delivered,2025-03-29,
9639,9639,Cancelled,2024-11-24,
9640,9640,Shipped,2026-02-24,
9641,9641,Delivered,2025-03-12,
9642,9642,Delivered,2025-07-20,
9643,9643,Pending,2024-07-07,
9644,9644,Shipped,2024-11-19,
9645,9645,Delivered,2025-07-21,
9646,9646,Returned,2025-08-02,2025-07-08
9647,9647,Delivered,2024-10-19,
9648,9648,Shipped,2025-12-01,
9649,9649,Delivered,2026-04-17,
9650,9650,Delivered,2024-06-24,
9651,9651,Returned,2024-10-19,2026-05-26
9652,9652,Delivered,2026-04-02,
9653,9653,Delivered,2025-06-29,
9654,9654,Delivered,2024-06-16,
9655,9655,Delivered,2026-03-21,
9656,9656,Cancelled,2025-08-01,
9657,9657,Delivered,2026-01-01,
9658,9658,Delivered,2025-06-01,
9659,9659,Shipped,2024-11-21,
9660,9660,Shipped,2025-01-23,
9661,9661,Pending,2025-10-25,
9662,9662,Delivered,2025-12-08,
9663,9663,Delivered,2024-12-25,
9664,9664,Returned,2026-04-12,2025-09-19
9665,9665,Shipped,2024-09-18,
9666,9666,Delivered,2024-11-28,
9667,9667,Delivered,2025-12-04,
9668,9668,Returned,2025-04-08,2026-05-27
9669,9669,Shipped,2025-09-27,
9670,9670,Delivered,2024-11-16,
9671,9671,Pending,2024-07-04,
9672,9672,Shipped,2025-12-27,
9673,9673,Delivered,2024-07-30,
9674,9674,Shipped,2026-01-19,
9675,9675,Delivered,2024-07-26,
9676,9676,Delivered,2025-02-15,
9677,9677,Shipped,2026-03-16,
9678,9678,Delivered,2024-12-04,
9679,9679,Pending,2026-04-10,
9680,9680,Delivered,2025-05-25,
9681,9681,Delivered,2025-12-12,
9682,9682,Delivered,2025-12-08,
9683,9683,Pending,2026-02-06,
9684,9684,Delivered,2025-04-20,
9685,9685,Pending,2025-04-18,
9686,9686,Delivered,2026-05-15,
9687,9687,Delivered,2025-09-30,
9688,9688,Delivered,2026-01-28,
9689,9689,Shipped,2024-09-20,
9690,9690,Delivered,2026-01-22,
9691,9691,Delivered,2025-02-08,
9692,9692,Delivered,2025-04-09,
9693,9693,Delivered,2024-07-23,
9694,9694,Delivered,2025-12-29,
9695,9695,Delivered,2026-01-12,
9696,9696,Delivered,2025-04-24,
9697,9697,Shipped,2025-04-23,
9698,9698,Returned,2025-06-17,2026-02-15
9699,9699,Delivered,2025-02-02,
9700,9700,Shipped,2025-02-22,
9701,9701,Delivered,2025-07-01,
9702,9702,Delivered,2025-02-15,
9703,9703,Delivered,2026-03-09,
9704,9704,Delivered,2024-09-05,
9705,9705,Delivered,2025-03-04,
9706,9706,Delivered,2025-02-06,
9707,9707,Delivered,2025-11-04,
9708,9708,Shipped,2026-01-26,
9709,9709,Delivered,2026-01-23,
9710,9710,Pending,2025-01-01,
9711,9711,Delivered,2024-07-08,
9712,9712,Delivered,2025-01-28,
9713,9713,Delivered,2025-12-07,
9714,9714,Shipped,2025-06-25,
9715,9715,Shipped,2025-05-07,
9716,9716,Pending,2024-10-17,
9717,9717,Delivered,2026-04-26,
9718,9718,Delivered,2025-01-11,
9719,9719,Delivered,2024-12-23,
9720,9720,Returned,2026-04-07,2026-03-06
9721,9721,Pending,2026-04-15,
9722,9722,Returned,2025-04-13,2026-05-30
9723,9723,Delivered,2024-07-02,
9724,9724,Cancelled,2024-10-26,
9725,9725,Delivered,2025-07-29,
9726,9726,Delivered,2024-12-23,
9727,9727,Delivered,2024-09-22,
9728,9728,Delivered,2026-03-17,
9729,9729,Delivered,2026-05-17,
9730,9730,Shipped,2025-10-29,
9731,9731,Delivered,2026-05-30,
9732,9732,Delivered,2025-04-15,
9733,9733,Delivered,2026-04-27,
9734,9734,Delivered,2026-01-02,
9735,9735,Delivered,2025-06-01,
9736,9736,Delivered,2025-08-31,
9737,9737,Delivered,2025-05-12,
9738,9738,Delivered,2024-06-25,
9739,9739,Shipped,2026-02-26,
9740,9740,Returned,2026-03-30,2025-09-04
9741,9741,Delivered,2026-02-16,
9742,9742,Shipped,2025-11-16,
9743,9743,Delivered,2025-03-12,
9744,9744,Delivered,2026-01-19,
9745,9745,Delivered,2024-12-01,
9746,9746,Delivered,2026-05-16,
9747,9747,Returned,2025-10-03,2025-12-19
9748,9748,Pending,2025-01-22,
9749,9749,Delivered,2025-06-08,
9750,9750,Delivered,2025-02-20,
9751,9751,Shipped,2026-03-02,
9752,9752,Shipped,2026-02-18,
9753,9753,Delivered,2026-01-23,
9754,9754,Delivered,2025-11-30,
9755,9755,Delivered,2025-03-11,
9756,9756,Delivered,2025-06-27,
9757,9757,Delivered,2025-02-25,
9758,9758,Delivered,2025-05-14,
9759,9759,Delivered,2025-05-29,
9760,9760,Delivered,2024-07-31,
9761,9761,Shipped,2026-05-14,
9762,9762,Delivered,2024-09-28,
9763,9763,Delivered,2025-03-20,
9764,9764,Delivered,2026-05-01,
9765,9765,Delivered,2026-04-04,
9766,9766,Delivered,2024-09-16,
9767,9767,Returned,2024-07-06,2026-03-02
9768,9768,Delivered,2026-03-05,
9769,9769,Delivered,2026-03-07,
9770,9770,Delivered,2025-08-09,
9771,9771,Delivered,2025-12-14,
9772,9772,Delivered,2025-05-24,
9773,9773,Delivered,2026-01-05,
9774,9774,Delivered,2025-01-15,
9775,9775,Returned,2025-05-03,2025-08-28
9776,9776,Shipped,2025-10-26,
9777,9777,Delivered,2025-03-31,
9778,9778,Returned,2025-03-16,2026-05-27
9779,9779,Delivered,2026-02-16,
9780,9780,Delivered,2024-11-22,
9781,9781,Delivered,2025-01-08,
9782,9782,Delivered,2025-08-24,
9783,9783,Delivered,2025-03-08,
9784,9784,Returned,2025-11-05,2026-06-01
9785,9785,Delivered,2025-11-28,
9786,9786,Delivered,2025-10-08,
9787,9787,Returned,2024-09-18,2026-06-10
9788,9788,Delivered,2025-11-17,
9789,9789,Returned,2024-07-06,2025-09-16
9790,9790,Delivered,2025-01-12,
9791,9791,Delivered,2025-03-30,
9792,9792,Returned,2025-09-26,2026-02-14
9793,9793,Delivered,2025-08-22,
9794,9794,Delivered,2025-01-22,
9795,9795,Delivered,2025-08-21,
9796,9796,Returned,2024-09-13,2025-08-23
9797,9797,Shipped,2025-04-23,
9798,9798,Delivered,2024-07-07,
9799,9799,Delivered,2024-12-08,
9800,9800,Delivered,2025-11-09,
9801,9801,Shipped,2024-10-22,
9802,9802,Delivered,2024-11-26,
9803,9803,Delivered,2025-08-03,
9804,9804,Delivered,2024-09-29,
9805,9805,Delivered,2025-12-07,
9806,9806,Delivered,2025-08-26,
9807,9807,Delivered,2026-05-30,
9808,9808,Delivered,2024-09-13,
9809,9809,Shipped,2025-03-09,
9810,9810,Delivered,2024-09-27,
9811,9811,Delivered,2025-04-21,
9812,9812,Delivered,2025-07-18,
9813,9813,Delivered,2026-03-26,
9814,9814,Delivered,2024-10-15,
9815,9815,Shipped,2024-10-29,
9816,9816,Pending,2025-03-17,
9817,9817,Delivered,2024-11-27,
9818,9818,Cancelled,2025-02-26,
9819,9819,Delivered,2025-02-25,
9820,9820,Shipped,2024-09-03,
9821,9821,Delivered,2025-09-05,
9822,9822,Delivered,2025-06-19,
9823,9823,Pending,2024-08-06,
9824,9824,Delivered,2025-07-10,
9825,9825,Shipped,2025-12-28,
9826,9826,Cancelled,2025-05-07,
9827,9827,Delivered,2025-03-18,
9828,9828,Delivered,2024-12-18,
9829,9829,Pending,2025-07-19,
9830,9830,Delivered,2025-12-08,
9831,9831,Delivered,2025-10-26,
9832,9832,Delivered,2024-11-06,
9833,9833,Delivered,2024-06-28,
9834,9834,Delivered,2025-11-04,
9835,9835,Delivered,2025-04-19,
9836,9836,Delivered,2026-03-16,
9837,9837,Delivered,2026-05-28,
9838,9838,Delivered,2024-07-25,
9839,9839,Shipped,2026-02-14,
9840,9840,Delivered,2025-12-08,
9841,9841,Delivered,2024-07-02,
9842,9842,Delivered,2025-12-19,
9843,9843,Delivered,2025-04-16,
9844,9844,Delivered,2026-01-24,
9845,9845,Delivered,2026-04-30,
9846,9846,Delivered,2025-09-24,
9847,9847,Delivered,2026-03-14,
9848,9848,Delivered,2025-12-21,
9849,9849,Delivered,2025-10-01,
9850,9850,Shipped,2024-06-21,
9851,9851,Delivered,2024-10-24,
9852,9852,Delivered,2025-05-05,
9853,9853,Returned,2024-06-29,2025-07-16
9854,9854,Shipped,2024-10-17,
9855,9855,Delivered,2026-05-08,
9856,9856,Delivered,2025-05-17,
9857,9857,Shipped,2024-12-23,
9858,9858,Delivered,2025-01-18,
9859,9859,Returned,2026-01-09,2026-03-10
9860,9860,Delivered,2026-04-14,
9861,9861,Delivered,2024-12-12,
9862,9862,Shipped,2026-04-04,
9863,9863,Delivered,2024-08-22,
9864,9864,Shipped,2026-04-20,
9865,9865,Shipped,2025-12-19,
9866,9866,Delivered,2025-03-12,
9867,9867,Delivered,2026-01-01,
9868,9868,Delivered,2025-12-14,
9869,9869,Delivered,2025-02-13,
9870,9870,Shipped,2026-05-15,
9871,9871,Delivered,2025-06-04,
9872,9872,Delivered,2026-02-23,
9873,9873,Delivered,2026-02-11,
9874,9874,Shipped,2026-05-30,
9875,9875,Delivered,2025-04-18,
9876,9876,Delivered,2024-06-15,
9877,9877,Returned,2024-12-16,2025-07-31
9878,9878,Delivered,2024-10-23,
9879,9879,Pending,2025-09-18,
9880,9880,Shipped,2025-06-30,
9881,9881,Delivered,2025-05-20,
9882,9882,Delivered,2024-10-31,
9883,9883,Delivered,2024-11-01,
9884,9884,Cancelled,2025-09-03,
9885,9885,Delivered,2026-05-31,
9886,9886,Shipped,2025-05-11,
9887,9887,Returned,2026-04-25,2025-12-13
9888,9888,Delivered,2025-05-10,
9889,9889,Delivered,2025-03-07,
9890,9890,Delivered,2025-12-02,
9891,9891,Returned,2025-03-05,2026-03-11
9892,9892,Pending,2025-08-31,
9893,9893,Pending,2024-09-14,
9894,9894,Delivered,2025-02-05,
9895,9895,Delivered,2025-02-23,
9896,9896,Delivered,2025-10-07,
9897,9897,Delivered,2025-05-18,
9898,9898,Delivered,2026-03-19,
9899,9899,Delivered,2024-08-26,
9900,9900,Pending,2026-02-08,
9901,9901,Delivered,2026-05-05,
9902,9902,Delivered,2024-10-26,
9903,9903,Shipped,2025-08-10,
9904,9904,Shipped,2025-11-22,
9905,9905,Shipped,2024-06-27,
9906,9906,Pending,2025-04-14,
9907,9907,Delivered,2025-07-24,
9908,9908,Delivered,2024-12-09,
9909,9909,Pending,2026-05-14,
9910,9910,Delivered,2024-10-01,
9911,9911,Shipped,2025-05-09,
9912,9912,Delivered,2025-02-21,
9913,9913,Delivered,2025-01-05,
9914,9914,Pending,2025-03-12,
9915,9915,Delivered,2024-07-15,
9916,9916,Shipped,2026-01-16,
9917,9917,Returned,2024-09-17,2026-02-08
9918,9918,Delivered,2026-03-31,
9919,9919,Delivered,2025-10-24,
9920,9920,Delivered,2026-04-12,
9921,9921,Delivered,2026-01-15,
9922,9922,Shipped,2025-02-18,
9923,9923,Delivered,2026-03-06,
9924,9924,Pending,2024-07-04,
9925,9925,Delivered,2024-09-21,
9926,9926,Delivered,2025-06-23,
9927,9927,Shipped,2025-01-24,
9928,9928,Delivered,2026-05-01,
9929,9929,Delivered,2025-09-26,
9930,9930,Shipped,2024-11-11,
9931,9931,Cancelled,2026-05-18,
9932,9932,Delivered,2025-11-14,
9933,9933,Delivered,2024-07-18,
9934,9934,Delivered,2024-08-13,
9935,9935,Delivered,2025-07-28,
9936,9936,Shipped,2024-11-14,
9937,9937,Shipped,2025-05-30,
9938,9938,Delivered,2024-06-25,
9939,9939,Delivered,2025-05-14,
9940,9940,Pending,2025-11-23,
9941,9941,Delivered,2024-10-05,
9942,9942,Delivered,2025-02-03,
9943,9943,Delivered,2025-04-20,
9944,9944,Cancelled,2026-04-27,
9945,9945,Delivered,2026-05-20,
9946,9946,Delivered,2026-02-01,
9947,9947,Shipped,2025-08-28,
9948,9948,Delivered,2025-09-12,
9949,9949,Pending,2025-10-27,
9950,9950,Delivered,2025-11-15,
9951,9951,Delivered,2026-05-24,
9952,9952,Delivered,2025-07-13,
9953,9953,Delivered,2025-11-02,
9954,9954,Delivered,2025-02-17,
9955,9955,Pending,2025-11-13,
9956,9956,Delivered,2024-11-18,
9957,9957,Returned,2025-08-02,2025-09-11
9958,9958,Shipped,2025-08-19,
9959,9959,Shipped,2026-03-19,
9960,9960,Pending,2024-06-13,
9961,9961,Delivered,2025-01-30,
9962,9962,Delivered,2026-01-30,
9963,9963,Shipped,2024-12-29,
9964,9964,Delivered,2026-03-14,
9965,9965,Delivered,2024-06-16,
9966,9966,Delivered,2025-06-09,
9967,9967,Delivered,2025-06-01,
9968,9968,Pending,2024-12-09,
9969,9969,Shipped,2025-10-28,
9970,9970,Delivered,2025-09-29,
9971,9971,Pending,2025-03-31,
9972,9972,Delivered,2025-09-12,
9973,9973,Delivered,2025-08-02,
9974,9974,Returned,2025-10-05,2025-10-13
9975,9975,Delivered,2025-07-07,
9976,9976,Shipped,2024-06-18,
9977,9977,Delivered,2025-01-25,
9978,9978,Pending,2026-02-03,
9979,9979,Returned,2025-02-22,2026-01-10
9980,9980,Delivered,2025-12-29,
9981,9981,Shipped,2024-09-14,
9982,9982,Delivered,2024-12-11,
9983,9983,Pending,2026-04-04,
9984,9984,Pending,2025-12-23,
9985,9985,Delivered,2025-05-04,
9986,9986,Delivered,2026-02-19,
9987,9987,Delivered,2025-12-28,
9988,9988,Delivered,2026-04-06,
9989,9989,Delivered,2025-01-03,
9990,9990,Delivered,2025-12-29,
9991,9991,Returned,2025-10-12,2025-06-22
9992,9992,Delivered,2026-04-03,
9993,9993,Delivered,2026-02-16,
9994,9994,Shipped,2025-10-11,
9995,9995,Delivered,2024-07-19,
9996,9996,Delivered,2026-04-06,
9997,9997,Shipped,2025-03-05,
9998,9998,Delivered,2025-01-20,
9999,9999,Delivered,2024-08-03,
10000,10000,Delivered,2025-04-04,
10001,10001,Returned,2025-03-02,2026-06-04
10002,10002,Delivered,2024-08-02,
10003,10003,Delivered,2024-10-04,
10004,10004,Delivered,2025-08-31,
10005,10005,Delivered,2025-12-05,
10006,10006,Delivered,2025-04-12,
10007,10007,Delivered,2025-05-20,
10008,10008,Returned,2025-06-15,2025-09-18
10009,10009,Delivered,2025-12-10,
10010,10010,Delivered,2025-08-13,
10011,10011,Delivered,2024-12-14,
10012,10012,Delivered,2025-11-30,
10013,10013,Pending,2025-05-31,
10014,10014,Shipped,2025-06-19,
10015,10015,Delivered,2024-10-13,
10016,10016,Delivered,2026-03-04,
10017,10017,Shipped,2025-12-31,
10018,10018,Pending,2025-12-31,
10019,10019,Delivered,2024-10-15,
10020,10020,Delivered,2026-04-24,
10021,10021,Delivered,2025-05-28,
10022,10022,Delivered,2024-12-13,
10023,10023,Delivered,2026-01-12,
10024,10024,Delivered,2025-07-19,
10025,10025,Shipped,2024-11-27,
10026,10026,Shipped,2026-02-17,
10027,10027,Delivered,2025-02-03,
10028,10028,Shipped,2024-11-17,
10029,10029,Shipped,2026-01-05,
10030,10030,Returned,2025-06-12,2025-11-12
10031,10031,Delivered,2025-12-29,
10032,10032,Shipped,2025-07-02,
10033,10033,Returned,2025-12-28,2025-12-21
